Time spent on page,Average mouse speed,Average time spent on fields,Average interval between fields,Average mouse angle change,Average variance of x-axis clicks,Jitter count,Tremors count,Backspace count,Repeated key count,isHuman
14.81,8.2,45.3,29.16,96.55,61342.0,1,134,1,4.0,TRUE
45.56,11.57,64.52,44.98,95.63,8811.0,1,182,2,2.0,TRUE
28.84,17.68,62.48,43.1,92.96,78019.0,1,74,2,5.0,TRUE
56.33,5.42,39.56,24.61,72.0,65598.0,1,154,1,2.0,TRUE
20.05,2.41,23.93,11.52,50.12,37450.0,0,62,0,3.0,TRUE
33.35,3.81,31.74,61.0,94.05,68201.0,0,78,3,3.0,TRUE
61.05,9.37,53.39,63.72,90.97,8582.0,1,91,2,,TRUE
32.93,2.99,51.74,36.46,51.27,94057.0,1,97,3,,TRUE
26.07,10.82,20.99,62.77,93.65,76591.0,0,188,3,4.0,TRUE
25.68,11.31,36.75,51.73,76.16,24830.0,1,146,3,3.0,TRUE
48.67,9.17,13.36,15.69,70.31,72120.0,1,153,3,,TRUE
68.2,11.69,57.76,34.42,57.71,82034.0,1,198,1,,TRUE
10.98,7.32,56.35,10.51,58.9,71290.0,1,195,1,3.0,TRUE
56.35,16.98,31.94,35.26,88.07,15636.0,0,157,1,,TRUE
35.39,12.91,28.39,12.19,59.34,96205.0,1,130,3,5.0,TRUE
48.09,8.14,15.39,33.26,58.62,83703.0,1,195,1,4.0,TRUE
59.84,13.98,34.78,62.23,58.55,70353.0,1,155,2,3.0,TRUE
10.03,5.4,67.35,45.13,82.82,55094.0,1,175,0,5.0,TRUE
21.68,4.51,28.01,34.79,63.19,79238.0,1,70,1,1.0,TRUE
27.45,2.64,59.32,37.16,74.43,19688.0,1,136,2,1.0,TRUE
34.91,2.46,26.19,68.89,60.81,93428.0,0,111,0,2.0,TRUE
34.02,9.87,54.58,27.41,83.01,96911.0,1,178,0,3.0,TRUE
12.25,3.56,56.24,20.55,52.57,49137.0,1,64,0,,TRUE
17.14,2.9,64.5,52.78,70.32,27896.0,1,146,3,4.0,TRUE
54.75,14.49,68.7,18.8,57.62,39320.0,1,72,2,1.0,TRUE
29.67,2.22,14.59,32.33,80.22,47163.0,0,135,0,2.0,TRUE
47.43,5.36,28.04,46.5,82.82,5299.0,1,121,3,1.0,TRUE
32.58,6.01,12.12,56.27,87.0,42054.0,1,148,2,5.0,TRUE
34.35,4.25,34.65,10.35,88.26,62214.0,1,75,2,5.0,TRUE
61.01,11.37,10.63,22.17,58.21,43064.0,1,88,0,3.0,TRUE
45.47,2.75,24.86,26.41,72.86,26194.0,1,53,2,1.0,TRUE
42.76,4.75,22.44,62.29,71.65,44763.0,0,163,3,4.0,TRUE
15.78,6.71,32.84,48.96,81.61,31995.0,0,167,0,4.0,TRUE
21.31,9.87,37.22,50.25,77.22,12687.0,1,137,0,5.0,TRUE
29.59,15.34,14.16,29.73,84.66,9570.0,0,78,1,2.0,TRUE
67.64,8.01,30.79,11.95,72.33,64952.0,1,139,0,2.0,TRUE
35.07,12.59,59.65,17.69,66.71,73806.0,1,70,2,,TRUE
49.05,10.07,10.97,55.79,56.05,93069.0,0,110,2,5.0,TRUE
69.67,3.95,66.9,10.13,57.87,15052.0,0,53,2,4.0,TRUE
10.01,16.6,34.98,24.15,66.77,53092.0,1,128,0,2.0,TRUE
61.61,8.81,37.9,19.94,95.98,48281.0,0,170,2,5.0,TRUE
56.35,14.26,48.9,46.37,86.82,94390.0,0,89,0,,TRUE
69.27,2.82,43.26,58.05,66.95,21572.0,1,73,0,5.0,TRUE
59.79,5.74,29.45,62.1,76.66,67947.0,0,126,1,,TRUE
58.47,15.03,23.32,36.39,70.02,51715.0,0,83,2,1.0,TRUE
57.4,4.46,67.38,57.09,87.79,55688.0,1,60,3,2.0,TRUE
48.27,16.54,60.93,26.67,75.47,16731.0,0,53,1,1.0,TRUE
30.36,5.49,25.25,47.16,95.23,16258.0,0,127,0,2.0,TRUE
23.95,13.31,50.36,30.18,71.72,30116.0,0,135,1,2.0,TRUE
31.3,10.15,56.58,41.09,63.3,88160.0,1,68,1,2.0,TRUE
30.73,14.85,58.48,21.23,67.72,96915.0,1,81,2,5.0,TRUE
53.51,17.95,42.52,53.43,72.66,92038.0,1,173,2,5.0,TRUE
31.83,14.78,26.14,46.43,89.65,97894.0,1,192,3,2.0,TRUE
42.88,10.31,43.73,31.66,89.86,19972.0,1,169,0,3.0,TRUE
11.24,7.99,25.82,36.9,83.25,53565.0,1,101,1,,TRUE
19.06,16.45,20.09,10.57,61.98,87275.0,1,155,2,5.0,TRUE
14.76,16.55,67.8,27.32,99.74,92061.0,1,179,2,4.0,TRUE
35.48,13.15,27.52,33.33,78.57,15459.0,0,75,2,2.0,TRUE
37.12,7.73,15.75,10.53,73.58,50361.0,1,196,0,5.0,TRUE
63.32,2.75,46.75,14.64,91.54,88782.0,1,84,2,,TRUE
32.58,13.78,39.23,20.75,53.19,94310.0,1,185,0,,TRUE
17.94,2.45,44.01,35.12,69.0,24121.0,1,98,3,4.0,TRUE
33.84,9.18,21.45,33.66,56.26,11421.0,1,152,0,3.0,TRUE
58.55,16.71,58.37,24.44,99.27,31143.0,1,61,1,4.0,TRUE
43.16,9.55,20.37,20.09,72.29,78037.0,0,170,1,2.0,TRUE
54.75,6.46,17.48,38.04,72.77,90194.0,0,89,1,5.0,TRUE
55.52,11.22,34.15,64.42,99.98,67994.0,0,68,0,1.0,TRUE
45.83,5.16,47.49,26.61,50.44,31537.0,1,67,0,1.0,TRUE
63.27,5.04,22.94,36.61,85.12,47468.0,1,144,1,5.0,TRUE
39.67,16.91,57.35,52.3,93.58,17717.0,1,103,0,5.0,TRUE
44.6,6.45,64.81,62.23,81.74,40981.0,1,164,1,4.0,TRUE
21.46,6.82,42.14,32.36,92.2,51211.0,1,121,2,3.0,TRUE
67.24,13.91,30.36,43.33,78.41,94440.0,1,133,3,1.0,TRUE
35.27,11.03,16.65,69.04,98.29,71064.0,0,89,0,,TRUE
10.58,2.44,26.78,51.06,59.72,67342.0,1,117,2,5.0,TRUE
52.42,6.6,50.27,26.72,73.26,68366.0,1,52,1,2.0,TRUE
56.61,3.21,62.96,16.39,86.83,71365.0,0,161,2,2.0,TRUE
15.66,2.0,31.63,41.18,88.66,35862.0,1,105,0,2.0,TRUE
36.77,12.94,41.74,58.31,50.41,86455.0,1,183,1,2.0,TRUE
16.07,12.26,31.08,48.5,85.99,67424.0,0,109,3,,TRUE
58.51,12.37,69.5,62.01,71.65,60228.0,1,120,0,4.0,TRUE
62.12,13.63,25.06,24.2,96.93,46415.0,1,52,1,4.0,TRUE
24.16,17.88,26.37,38.76,62.13,60525.0,1,100,3,1.0,TRUE
55.28,11.56,17.57,17.77,73.59,50018.0,1,131,3,1.0,TRUE
66.81,7.5,39.21,56.43,51.17,18987.0,1,93,0,4.0,TRUE
22.6,17.04,61.07,26.13,71.59,29144.0,1,64,2,1.0,TRUE
60.4,2.62,34.11,48.17,98.56,46085.0,0,127,0,3.0,TRUE
17.05,9.41,53.4,67.97,70.06,76182.0,1,129,0,4.0,TRUE
52.63,14.51,53.61,58.05,87.48,74914.0,1,135,1,4.0,TRUE
28.17,6.31,23.79,60.42,67.08,54929.0,0,84,1,2.0,TRUE
64.03,4.35,67.66,46.89,50.97,29372.0,1,110,3,1.0,TRUE
45.1,14.49,63.44,30.46,86.52,41944.0,1,149,2,5.0,TRUE
41.64,2.54,30.5,50.28,56.7,48622.0,1,161,3,2.0,TRUE
10.18,5.49,31.8,37.6,73.06,29748.0,1,59,3,5.0,TRUE
57.69,13.82,26.59,58.54,67.64,52248.0,0,95,1,3.0,TRUE
45.64,13.46,12.81,63.05,60.04,32586.0,1,56,2,3.0,TRUE
10.1,10.45,38.46,31.23,96.9,42972.0,1,99,0,3.0,TRUE
59.87,13.59,51.22,62.04,62.62,39798.0,1,135,3,1.0,TRUE
36.92,3.64,68.99,40.16,97.55,96615.0,1,172,0,3.0,TRUE
26.51,12.8,42.97,65.05,61.04,51696.0,1,161,2,2.0,TRUE
37.0,8.49,26.26,65.96,75.66,13379.0,1,170,0,4.0,TRUE
37.89,9.83,13.93,44.88,65.43,45292.0,0,95,1,,TRUE
33.28,14.31,32.84,41.27,93.46,62880.0,1,53,1,5.0,TRUE
37.62,8.89,17.87,41.89,55.57,5886.0,1,183,1,5.0,TRUE
10.81,13.51,23.58,63.43,93.15,70205.0,1,165,0,3.0,TRUE
44.99,3.34,46.22,54.66,83.66,51688.0,1,184,3,1.0,TRUE
58.45,4.76,17.59,42.87,79.72,17838.0,0,195,0,5.0,TRUE
25.67,5.86,48.99,20.9,71.08,70141.0,1,185,2,,TRUE
52.48,2.16,26.46,61.09,86.96,71501.0,1,163,0,5.0,TRUE
60.66,12.96,54.51,54.15,63.96,9909.0,0,198,2,2.0,TRUE
29.98,11.35,18.22,41.0,65.05,91713.0,1,80,1,3.0,TRUE
37.7,9.75,37.47,41.14,51.28,62491.0,0,53,2,5.0,TRUE
51.98,11.15,10.24,34.1,78.76,96429.0,0,173,1,2.0,TRUE
31.15,9.87,64.54,19.89,99.84,65172.0,1,127,1,,TRUE
66.36,2.7,13.85,49.36,77.95,76445.0,1,159,0,,TRUE
28.84,3.06,20.46,62.46,63.06,63836.0,0,93,2,4.0,TRUE
37.65,5.24,44.39,28.62,97.94,49737.0,1,131,2,1.0,TRUE
60.41,3.7,58.63,32.55,62.31,20640.0,1,134,2,3.0,TRUE
57.12,5.06,30.25,50.01,58.97,14814.0,0,171,1,5.0,TRUE
49.85,14.92,67.35,14.45,98.23,98316.0,1,183,2,3.0,TRUE
46.65,2.47,48.11,12.31,78.02,50105.0,0,187,3,3.0,TRUE
37.4,3.72,52.52,67.99,59.8,65752.0,1,104,3,3.0,TRUE
42.0,4.15,69.91,53.43,84.13,81491.0,0,140,3,5.0,TRUE
44.77,14.97,32.92,52.76,85.2,71476.0,1,152,3,3.0,TRUE
30.27,13.52,20.5,52.72,60.36,48717.0,0,169,3,3.0,TRUE
29.2,15.82,53.27,24.84,67.37,72472.0,1,149,1,1.0,TRUE
41.64,11.53,54.44,43.83,58.22,47984.0,1,91,1,4.0,TRUE
48.38,16.22,64.47,25.16,78.81,68175.0,1,193,2,3.0,TRUE
69.64,10.96,46.67,59.73,98.92,44266.0,1,86,1,5.0,TRUE
14.98,3.4,38.57,56.44,58.86,81480.0,1,77,3,4.0,TRUE
46.41,2.14,66.24,45.93,52.51,62576.0,1,162,3,5.0,TRUE
58.11,9.93,23.57,25.81,88.78,95556.0,0,135,3,1.0,TRUE
16.5,4.39,29.38,25.93,76.58,54527.0,1,110,2,2.0,TRUE
40.87,7.39,65.21,69.13,95.78,75308.0,1,104,2,2.0,TRUE
30.34,11.13,23.4,53.47,64.56,64158.0,1,172,1,5.0,TRUE
30.63,6.73,37.38,20.5,91.07,91119.0,1,183,3,5.0,TRUE
28.15,6.98,41.37,32.35,75.8,48209.0,1,155,0,2.0,TRUE
66.91,3.54,25.35,28.84,50.55,92772.0,1,134,1,1.0,TRUE
12.11,10.16,36.18,27.47,73.42,49593.0,0,50,1,5.0,TRUE
34.23,16.08,40.06,33.67,82.82,93271.0,0,194,3,,TRUE
37.03,15.54,48.6,20.52,53.41,34615.0,1,75,2,2.0,TRUE
25.18,9.06,65.47,43.41,80.1,31587.0,0,136,1,,TRUE
26.15,7.59,59.94,15.43,81.3,70158.0,0,158,2,2.0,TRUE
47.1,5.29,59.2,16.87,72.3,94112.0,1,105,2,2.0,TRUE
56.89,2.12,67.81,32.62,72.61,78081.0,1,74,0,4.0,TRUE
22.05,17.3,34.09,37.73,73.61,11429.0,0,129,1,4.0,TRUE
18.82,6.4,62.72,23.96,52.45,62533.0,0,73,3,3.0,TRUE
13.64,13.86,50.49,34.24,74.69,27745.0,1,191,0,3.0,TRUE
68.68,2.98,40.25,31.6,91.31,24691.0,0,115,1,,TRUE
21.67,14.47,46.95,53.95,59.82,72282.0,1,79,2,,TRUE
18.07,11.17,46.66,21.66,68.97,14817.0,0,86,0,3.0,TRUE
16.33,3.98,37.75,12.5,80.1,91316.0,1,96,0,1.0,TRUE
37.34,10.2,46.95,12.8,84.92,60075.0,1,58,1,4.0,TRUE
12.59,6.29,55.51,52.03,85.37,94592.0,1,129,2,5.0,TRUE
44.91,6.7,67.81,25.19,94.53,57384.0,1,85,3,1.0,TRUE
20.03,5.34,46.66,41.67,58.33,25984.0,0,173,0,3.0,TRUE
11.48,10.97,21.47,19.45,83.83,7618.0,0,127,1,,TRUE
43.92,6.63,34.61,50.35,55.76,74997.0,0,136,3,2.0,TRUE
33.42,8.16,66.7,47.62,51.74,58124.0,1,144,3,3.0,TRUE
57.95,12.66,64.83,60.66,66.29,46079.0,0,191,1,,TRUE
38.3,7.33,25.96,42.42,55.2,65051.0,1,149,0,2.0,TRUE
65.39,16.83,11.24,47.16,92.83,93883.0,1,114,2,1.0,TRUE
57.38,11.37,21.16,53.94,63.84,68532.0,0,103,2,2.0,TRUE
29.6,14.64,27.58,69.75,83.85,40979.0,1,122,0,2.0,TRUE
42.31,14.69,63.22,54.68,81.01,8350.0,1,154,3,,TRUE
34.59,15.71,27.91,56.77,70.29,79294.0,1,187,2,,TRUE
10.45,14.13,30.03,52.93,89.08,83479.0,1,160,0,4.0,TRUE
17.53,6.68,49.92,25.36,72.57,38343.0,0,134,1,1.0,TRUE
43.13,11.35,67.68,33.09,52.54,44382.0,0,52,2,4.0,TRUE
49.38,4.27,44.72,33.76,58.86,29675.0,0,65,3,3.0,TRUE
63.72,2.21,69.76,69.41,73.22,81309.0,1,82,0,3.0,TRUE
19.46,14.45,44.25,43.81,86.5,30008.0,1,93,2,,TRUE
55.23,8.53,12.45,50.99,67.66,68334.0,1,179,1,2.0,TRUE
48.2,2.19,49.19,44.64,52.76,93349.0,0,124,1,,TRUE
68.88,17.36,49.97,15.49,61.58,48308.0,0,107,2,3.0,TRUE
55.4,4.12,66.22,30.41,55.95,50490.0,1,196,2,2.0,TRUE
47.37,3.34,31.78,52.82,81.47,65823.0,1,98,3,4.0,TRUE
20.29,8.07,53.2,49.8,85.07,19275.0,1,144,1,3.0,TRUE
51.73,6.46,35.98,18.01,94.66,50867.0,1,197,2,2.0,TRUE
29.86,13.12,67.14,60.5,53.22,30847.0,0,133,2,1.0,TRUE
14.76,14.36,32.77,50.5,62.55,51733.0,1,194,2,,TRUE
41.62,8.81,32.05,60.43,72.94,83915.0,1,185,1,3.0,TRUE
15.56,16.47,30.39,44.06,67.63,85854.0,0,92,1,,TRUE
51.26,15.27,24.5,32.71,54.15,21764.0,1,161,2,5.0,TRUE
16.02,6.47,29.94,18.71,89.24,19256.0,0,155,1,,TRUE
26.24,9.79,50.8,22.45,50.82,11413.0,1,161,1,4.0,TRUE
63.75,17.43,38.76,54.15,89.7,40153.0,0,199,1,4.0,TRUE
50.84,5.05,22.41,24.29,59.83,58618.0,0,179,0,4.0,TRUE
21.89,9.94,41.29,55.64,93.88,47902.0,1,115,1,2.0,TRUE
51.5,13.06,24.5,61.84,75.59,75104.0,1,158,3,,TRUE
41.12,13.86,23.25,41.82,53.72,36731.0,1,106,1,,TRUE
28.03,4.88,64.44,50.8,51.23,34533.0,1,155,3,4.0,TRUE
59.8,11.1,58.59,10.98,62.14,67398.0,1,70,2,1.0,TRUE
30.11,17.14,66.26,69.43,66.99,20399.0,1,147,1,,TRUE
55.8,2.86,49.06,23.21,76.13,98435.0,1,63,0,4.0,TRUE
10.7,6.86,68.39,57.16,50.6,38757.0,0,79,3,4.0,TRUE
32.65,6.58,24.61,26.22,81.18,49898.0,1,53,0,4.0,TRUE
44.4,11.92,14.05,58.88,71.34,91594.0,1,76,1,,TRUE
50.52,16.63,57.73,20.58,69.09,45869.0,0,142,3,4.0,TRUE
40.91,5.77,41.76,15.27,96.43,47604.0,0,128,2,2.0,TRUE
66.72,6.66,49.65,49.73,77.7,86505.0,1,186,3,3.0,TRUE
36.44,3.57,60.88,30.04,73.3,97707.0,1,162,1,,TRUE
34.34,5.37,14.47,15.35,54.27,5850.0,0,159,2,1.0,TRUE
69.44,2.02,38.01,57.66,51.19,89461.0,1,193,3,3.0,TRUE
60.18,14.61,59.9,42.97,86.09,99794.0,1,88,1,3.0,TRUE
33.41,10.99,60.53,47.85,90.94,26244.0,0,114,2,,TRUE
24.87,16.49,34.77,47.65,81.57,37633.0,1,165,1,3.0,TRUE
51.79,3.83,43.71,42.03,50.18,42881.0,1,155,2,3.0,TRUE
23.71,8.08,52.63,54.26,67.7,80922.0,1,180,1,1.0,TRUE
23.23,9.5,58.73,12.29,95.96,84522.0,0,154,3,4.0,TRUE
68.97,3.34,46.39,21.88,77.54,84453.0,1,158,2,5.0,TRUE
68.23,3.76,66.29,11.9,75.93,29862.0,1,79,1,4.0,TRUE
34.32,2.01,14.05,64.59,58.33,25456.0,1,166,2,5.0,TRUE
66.01,5.51,50.78,35.11,97.9,16686.0,1,184,1,2.0,TRUE
15.7,10.7,67.47,54.43,88.34,51909.0,0,135,1,2.0,TRUE
39.03,15.27,47.01,57.36,95.47,8497.0,1,183,1,5.0,TRUE
65.25,4.26,36.16,38.15,73.8,75517.0,1,191,0,4.0,TRUE
42.36,11.51,56.05,32.37,55.9,96930.0,0,149,2,1.0,TRUE
15.33,3.42,44.62,36.07,66.36,76330.0,1,108,2,,TRUE
20.51,2.62,59.98,34.13,91.45,8584.0,0,160,0,2.0,TRUE
18.24,6.25,65.9,37.82,69.03,27252.0,1,164,0,2.0,TRUE
45.49,4.27,26.56,31.47,95.82,24906.0,0,74,0,1.0,TRUE
67.16,7.74,21.45,54.48,60.47,29179.0,1,66,3,2.0,TRUE
52.58,16.61,35.43,48.79,54.2,13341.0,0,164,3,4.0,TRUE
65.45,9.4,39.04,36.45,76.63,39259.0,1,175,3,1.0,TRUE
55.83,10.02,25.32,36.86,77.19,76201.0,0,102,1,,TRUE
13.91,17.2,42.69,67.01,83.74,20901.0,1,100,1,2.0,TRUE
20.5,15.52,28.85,30.82,94.07,67046.0,1,125,2,,TRUE
35.16,13.8,36.79,25.19,54.59,80872.0,1,51,2,,TRUE
41.2,12.91,21.31,16.08,62.58,83005.0,1,117,3,2.0,TRUE
54.03,2.4,11.11,42.92,88.83,38543.0,1,159,1,1.0,TRUE
65.23,6.09,23.53,68.11,70.81,13230.0,1,84,3,3.0,TRUE
26.75,14.34,33.42,38.87,54.88,35367.0,1,102,0,3.0,TRUE
36.85,3.0,25.43,41.63,70.14,35822.0,1,104,2,3.0,TRUE
62.49,14.52,31.31,20.26,67.32,63210.0,1,97,0,5.0,TRUE
61.79,17.77,28.18,59.17,96.24,11410.0,0,181,0,,TRUE
69.55,2.71,10.44,15.2,76.2,29562.0,0,53,0,5.0,TRUE
37.65,7.26,49.58,25.88,99.18,83539.0,1,113,1,,TRUE
35.03,10.04,29.71,35.29,95.05,46875.0,1,117,1,5.0,TRUE
68.61,10.08,58.01,59.97,85.13,18723.0,0,54,3,1.0,TRUE
59.87,3.9,45.92,17.08,82.09,7383.0,1,81,3,5.0,TRUE
19.4,5.98,37.21,19.38,90.56,81007.0,1,145,0,,TRUE
61.43,12.28,55.93,53.19,94.1,66516.0,1,90,3,,TRUE
55.41,3.51,16.89,35.33,58.31,14581.0,0,104,0,4.0,TRUE
62.39,12.62,25.21,60.05,58.54,91346.0,1,53,0,2.0,TRUE
60.31,6.66,50.96,59.25,71.06,78576.0,1,107,1,5.0,TRUE
28.07,9.29,11.76,38.07,83.37,50081.0,1,97,3,5.0,TRUE
51.64,10.14,34.61,49.19,88.01,5609.0,1,160,1,4.0,TRUE
10.19,2.81,62.18,26.7,73.31,18547.0,0,163,0,2.0,TRUE
12.32,9.96,16.41,25.47,79.37,24174.0,0,176,2,3.0,TRUE
57.64,6.79,33.6,59.17,59.59,70440.0,0,183,0,1.0,TRUE
58.0,9.49,40.13,38.2,87.22,7120.0,1,164,3,2.0,TRUE
43.98,9.21,63.89,57.84,69.74,83645.0,1,98,3,2.0,TRUE
29.92,7.13,52.15,10.13,86.64,30296.0,1,56,0,,TRUE
67.21,13.72,58.45,38.04,54.9,25391.0,1,143,0,1.0,TRUE
37.04,14.12,45.35,43.65,91.03,81151.0,1,81,2,,TRUE
35.65,10.97,61.95,12.88,80.31,5930.0,1,159,1,,TRUE
22.14,5.02,21.1,11.62,55.3,88974.0,1,71,1,2.0,TRUE
28.44,9.93,67.69,20.47,67.2,24524.0,0,121,1,2.0,TRUE
12.08,12.76,25.92,18.6,56.94,37373.0,1,102,0,5.0,TRUE
60.61,9.43,36.63,31.11,77.46,53071.0,1,184,0,3.0,TRUE
30.74,12.14,32.72,15.7,64.15,9228.0,1,94,3,2.0,TRUE
24.03,13.53,15.78,60.68,55.0,74032.0,1,99,2,5.0,TRUE
25.74,9.99,23.14,61.42,96.33,62141.0,1,58,2,,TRUE
56.77,15.52,20.01,42.86,70.13,45932.0,1,66,3,4.0,TRUE
49.06,16.17,11.55,55.74,88.87,25247.0,1,141,1,1.0,TRUE
